pathway,Label,Bin.Id,SITE,Average_Abundance_at_Site,Domain,Phylum,Class,Order,Family,plot_classification
nasA,Nitrogen_Assimilation,1015_Q2_concoct.136,QUI,3.782975007,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,Other
nirBD,Nitrogen_Assimilation,1015_Q2_concoct.136,QUI,3.782975007,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,Other
nirK_nirS,Denitrification,1015_Q2_concoct.136,QUI,3.782975007,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,Other
norBC,Denitrification,1015_Q2_421,QUI,1.92202169,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Fen-336,f__Fen-336,Other
nosZ,Denitrification,1015_Q2_116,QUI,2.148532349,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__SCN-69-37,Other
nosZ,Denitrification,1015_Q2_421,QUI,1.92202169,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Fen-336,f__Fen-336,Other
nosZ,Denitrification,1015_Q2_521,QUI,3.786958822,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Fen-336,f__Fen-336,Other
soxABCDXYZ/soxCD,Dissimilatory_Sulfur,1015_Q2_421,QUI,1.92202169,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Fen-336,f__Fen-336,Other
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2_521,QUI,3.786958822,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Fen-336,f__Fen-336,Other
ureABC,NH4_pH_Homeostasis,1015_Q2_421,QUI,1.92202169,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Fen-336,f__Fen-336,Other
ureABC,NH4_pH_Homeostasis,1015_Q2_concoct.136,QUI,3.782975007,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,Other
Acetogenesis,Acetogenesis,0715_SJ02_84,SJO,5.179969,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
aclAB_rubisco,aclAB_rubisco,0116_SJ02_465,SJO,1.524874,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
aclAB_rubisco,aclAB_rubisco,0715_SJ02_150,SJO,6.321248,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,0116_SJ02_107_076,SJO,3.395778,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,0116_SJ02_463,SJO,1.52228,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,0116_SJ02_465,SJO,1.524874,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,0715_SJ02_28,SJO,2.68405,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,0715_SJ02_40_127,SJO,2.850974,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,0715_SJ02_84,SJO,5.179969,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2_200,QUI,3.714458571,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2_216,QUI,2.723596387,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2_390,QUI,3.090568005,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2_524,QUI,2.863174419,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2_584,QUI,1.793907982,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2_66,QUI,2.551346209,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2.40_508,QUI,2.309611182,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2.40_588,QUI,5.673857107,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,1015_SJ02_107_026,SJO,10.24390596,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,1015_SJ02_107_054,SJO,3.850875647,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,1015_SJ02_4,SJO,3.03860513,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
arabinogalactan_degradation,arabinogalactan_degradation,1015_SJ02_concoct_140,SJO,3.589378296,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cellulose__degradation,cellulose__degradation,0116_SJ02_463,SJO,1.52228,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
cellulose__degradation,cellulose__degradation,0715_SJ02_40_127,SJO,2.850974,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
cellulose__degradation,cellulose__degradation,0715_SJ02_84,SJO,5.179969,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cellulose__degradation,cellulose__degradation,1015_SJ02_4,SJO,3.03860513,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cooS_coxMS,cooS_coxMS,0116_SJ02_463,SJO,1.52228,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
cooS_coxMS,cooS_coxMS,1015_Q2_216,QUI,2.723596387,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
fructose_degradation,fructose_degradation,0116_SJ02_307,SJO,5.461819,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
fructose_degradation,fructose_degradation,0715_SJ02_40_127,SJO,2.850974,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
galactose_degradation,galactose_degradation,0116_SJ02_107_076,SJO,3.395778,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
galactose_degradation,galactose_degradation,0116_SJ02_264,SJO,2.316285,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
galactose_degradation,galactose_degradation,0116_SJ02_307,SJO,5.461819,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
galactose_degradation,galactose_degradation,0116_SJ02_463,SJO,1.52228,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
galactose_degradation,galactose_degradation,0715_SJ02_150,SJO,6.321248,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
galactose_degradation,galactose_degradation,0715_SJ02_40_127,SJO,2.850974,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
galactose_degradation,galactose_degradation,0715_SJ02_84,SJO,5.179969,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
galactose_degradation,galactose_degradation,1015_Q2_200,QUI,3.714458571,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
galactose_degradation,galactose_degradation,1015_Q2_216,QUI,2.723596387,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
galactose_degradation,galactose_degradation,1015_Q2_390,QUI,3.090568005,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
galactose_degradation,galactose_degradation,1015_Q2_524,QUI,2.863174419,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
galactose_degradation,galactose_degradation,1015_Q2.40_508,QUI,2.309611182,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
galactose_degradation,galactose_degradation,1015_Q2.40_588,QUI,5.673857107,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
galactose_degradation,galactose_degradation,1015_SJ02_107_026,SJO,10.24390596,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
galactose_degradation,galactose_degradation,1015_SJ02_4,SJO,3.03860513,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,0116_SJ02_264,SJO,2.316285,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,0116_SJ02_307,SJO,5.461819,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,0116_SJ02_463,SJO,1.52228,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,0715_SJ02_40_127,SJO,2.850974,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,0715_SJ02_84,SJO,5.179969,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,1015_Q2_200,QUI,3.714458571,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,1015_Q2_216,QUI,2.723596387,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,1015_Q2_390,QUI,3.090568005,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,1015_Q2_524,QUI,2.863174419,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,1015_Q2_66,QUI,2.551346209,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,1015_Q2.40_508,QUI,2.309611182,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,1015_Q2.40_588,QUI,5.673857107,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,1015_SJ02_107_054,SJO,3.850875647,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,1015_SJ02_4,SJO,3.03860513,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,1015_SJ02_40_179,SJO,4.268086572,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,1015_SJ02_concoct_140,SJO,3.589378296,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
mannose_degradation,mannose_degradation,0116_SJ02_107_076,SJO,3.395778,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
mannose_degradation,mannose_degradation,0116_SJ02_307,SJO,5.461819,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
mannose_degradation,mannose_degradation,0116_SJ02_463,SJO,1.52228,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
mannose_degradation,mannose_degradation,0116_SJ02_465,SJO,1.524874,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
mannose_degradation,mannose_degradation,0715_SJ02_150,SJO,6.321248,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
mannose_degradation,mannose_degradation,0715_SJ02_28,SJO,2.68405,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
mannose_degradation,mannose_degradation,0715_SJ02_40_127,SJO,2.850974,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
mannose_degradation,mannose_degradation,1015_Q2_200,QUI,3.714458571,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
mannose_degradation,mannose_degradation,1015_Q2_216,QUI,2.723596387,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
mannose_degradation,mannose_degradation,1015_Q2_390,QUI,3.090568005,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
mannose_degradation,mannose_degradation,1015_Q2_584,QUI,1.793907982,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
mannose_degradation,mannose_degradation,1015_Q2.40_588,QUI,5.673857107,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
mannose_degradation,mannose_degradation,1015_SJ02_107_026,SJO,10.24390596,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
mannose_degradation,mannose_degradation,1015_SJ02_4,SJO,3.03860513,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
mannose_degradation,mannose_degradation,1015_SJ02_concoct_140,SJO,3.589378296,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
xylose_degradation_isomerase_pathway,xylose_degradation_isomerase_pathway,0116_SJ02_107_076,SJO,3.395778,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
xylose_degradation_isomerase_pathway,xylose_degradation_isomerase_pathway,0116_SJ02_463,SJO,1.52228,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
xylose_degradation_isomerase_pathway,xylose_degradation_isomerase_pathway,0715_SJ02_40_127,SJO,2.850974,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
xylose_degradation_isomerase_pathway,xylose_degradation_isomerase_pathway,0715_SJ02_84,SJO,5.179969,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
xylose_degradation_isomerase_pathway,xylose_degradation_isomerase_pathway,1015_Q2_216,QUI,2.723596387,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
xylose_degradation_isomerase_pathway,xylose_degradation_isomerase_pathway,1015_Q2_524,QUI,2.863174419,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
xylose_degradation_isomerase_pathway,xylose_degradation_isomerase_pathway,1015_Q2_66,QUI,2.551346209,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
xylose_degradation_oxidoreductase_pathway,xylose_degradation_oxidoreductase_pathway,0116_SJ02_107_076,SJO,3.395778,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
xylose_degradation_oxidoreductase_pathway,xylose_degradation_oxidoreductase_pathway,0116_SJ02_463,SJO,1.52228,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
xylose_degradation_oxidoreductase_pathway,xylose_degradation_oxidoreductase_pathway,0116_SJ02_465,SJO,1.524874,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
xylose_degradation_oxidoreductase_pathway,xylose_degradation_oxidoreductase_pathway,0715_SJ02_28,SJO,2.68405,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
xylose_degradation_oxidoreductase_pathway,xylose_degradation_oxidoreductase_pathway,0715_SJ02_40_127,SJO,2.850974,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
xylose_degradation_oxidoreductase_pathway,xylose_degradation_oxidoreductase_pathway,0715_SJ02_84,SJO,5.179969,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
xylose_degradation_oxidoreductase_pathway,xylose_degradation_oxidoreductase_pathway,1015_Q2_200,QUI,3.714458571,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
xylose_degradation_oxidoreductase_pathway,xylose_degradation_oxidoreductase_pathway,1015_Q2_390,QUI,3.090568005,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
xylose_degradation_oxidoreductase_pathway,xylose_degradation_oxidoreductase_pathway,1015_Q2_524,QUI,2.863174419,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
xylose_degradation_oxidoreductase_pathway,xylose_degradation_oxidoreductase_pathway,1015_Q2_584,QUI,1.793907982,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
xylose_degradation_oxidoreductase_pathway,xylose_degradation_oxidoreductase_pathway,1015_Q2_66,QUI,2.551346209,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysC,Sulfur_Assimilation,0116_SJ02_107_076,SJO,3.395778097,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysC,Sulfur_Assimilation,0116_SJ02_264,SJO,2.316285111,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cysC,Sulfur_Assimilation,0116_SJ02_465,SJO,1.524873903,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
cysC,Sulfur_Assimilation,0715_SJ02_150,SJO,6.321247585,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
cysC,Sulfur_Assimilation,0715_SJ02_28,SJO,2.684050347,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cysC,Sulfur_Assimilation,0715_SJ02_84,SJO,5.179969134,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysC,Sulfur_Assimilation,1015_Q2_200,QUI,3.714458571,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
cysC,Sulfur_Assimilation,1015_Q2_216,QUI,2.723596387,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
cysC,Sulfur_Assimilation,1015_Q2_390,QUI,3.090568005,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
cysC,Sulfur_Assimilation,1015_Q2_524,QUI,2.863174419,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysC,Sulfur_Assimilation,1015_Q2_66,QUI,2.551346209,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysC,Sulfur_Assimilation,1015_Q2.40_508,QUI,2.309611182,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cysC,Sulfur_Assimilation,1015_Q2.40_588,QUI,5.673857107,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cysC,Sulfur_Assimilation,1015_SJ02_107_054,SJO,3.850875647,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cysC,Sulfur_Assimilation,1015_SJ02_4,SJO,3.03860513,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,0116_SJ02_107_076,SJO,3.395778097,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,0116_SJ02_264,SJO,2.316285111,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,0116_SJ02_463,SJO,1.522280144,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,0116_SJ02_465,SJO,1.524873903,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,0715_SJ02_150,SJO,6.321247585,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,0715_SJ02_28,SJO,2.684050347,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,0715_SJ02_40_127,SJO,2.850973896,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,0715_SJ02_84,SJO,5.179969134,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,1015_Q2_200,QUI,3.714458571,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,1015_Q2_216,QUI,2.723596387,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,1015_Q2_390,QUI,3.090568005,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,1015_Q2_524,QUI,2.863174419,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,1015_Q2_584,QUI,1.793907982,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,1015_Q2_66,QUI,2.551346209,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,1015_Q2.40_508,QUI,2.309611182,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,1015_Q2.40_588,QUI,5.673857107,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
