pathway,Label,Bin.Id,SITE,Average_Abundance_at_Site,Domain,Phylum,Class,Order,Family,plot_classification
cysDN_sat,Sulfur_Assimilation,1015_SJ02_107_026,SJO,10.24390596,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,1015_SJ02_107_054,SJO,3.850875647,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,1015_SJ02_4,SJO,3.03860513,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,1015_SJ02_40_179,SJO,4.81991813,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysDN_sat,Sulfur_Assimilation,1015_SJ02_concoct_140,SJO,3.589378296,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cysH,Sulfur_Assimilation,0116_SJ02_107_076,SJO,3.395778097,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysH,Sulfur_Assimilation,0116_SJ02_264,SJO,2.316285111,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cysH,Sulfur_Assimilation,0116_SJ02_307,SJO,5.461818807,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
cysH,Sulfur_Assimilation,0116_SJ02_463,SJO,1.522280144,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
cysH,Sulfur_Assimilation,0116_SJ02_465,SJO,1.524873903,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
cysH,Sulfur_Assimilation,0715_SJ02_150,SJO,6.321247585,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
cysH,Sulfur_Assimilation,0715_SJ02_28,SJO,2.684050347,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cysH,Sulfur_Assimilation,0715_SJ02_40_127,SJO,2.850973896,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
cysH,Sulfur_Assimilation,0715_SJ02_84,SJO,5.179969134,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysH,Sulfur_Assimilation,1015_Q2_200,QUI,3.714458571,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
cysH,Sulfur_Assimilation,1015_Q2_216,QUI,2.723596387,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
cysH,Sulfur_Assimilation,1015_Q2_390,QUI,3.090568005,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
cysH,Sulfur_Assimilation,1015_Q2_524,QUI,2.863174419,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysH,Sulfur_Assimilation,1015_Q2_584,QUI,1.793907982,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysH,Sulfur_Assimilation,1015_Q2_66,QUI,2.551346209,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysH,Sulfur_Assimilation,1015_Q2.40_508,QUI,2.309611182,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cysH,Sulfur_Assimilation,1015_Q2.40_588,QUI,5.673857107,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cysH,Sulfur_Assimilation,1015_SJ02_107_054,SJO,3.850875647,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
cysH,Sulfur_Assimilation,1015_SJ02_4,SJO,3.03860513,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysH,Sulfur_Assimilation,1015_SJ02_40_179,SJO,4.81991813,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
cysJI_sir,Dissimilatory_Sulfur,0116_SJ02_463,SJO,1.522280144,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
cysJI_sir,Dissimilatory_Sulfur,0715_SJ02_40_127,SJO,2.850973896,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
cysJI_sir,Dissimilatory_Sulfur,1015_Q2_200,QUI,3.714458571,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
cysJI_sir,Dissimilatory_Sulfur,1015_Q2_216,QUI,2.723596387,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
cysJI_sir,Dissimilatory_Sulfur,1015_Q2_390,QUI,3.090568005,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
sqr_fccAB,Dissimilatory_Sulfur,0116_SJ02_107_076,SJO,3.395778097,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
sqr_fccAB,Dissimilatory_Sulfur,0116_SJ02_264,SJO,2.316285111,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
sqr_fccAB,Dissimilatory_Sulfur,0116_SJ02_463,SJO,1.522280144,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
sqr_fccAB,Dissimilatory_Sulfur,0116_SJ02_465,SJO,1.524873903,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
sqr_fccAB,Dissimilatory_Sulfur,0715_SJ02_150,SJO,6.321247585,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,Acidimicrobiia
sqr_fccAB,Dissimilatory_Sulfur,0715_SJ02_28,SJO,2.684050347,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
sqr_fccAB,Dissimilatory_Sulfur,0715_SJ02_84,SJO,5.179969134,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2_200,QUI,3.714458571,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2_216,QUI,2.723596387,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,Acidimicrobiia
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2_390,QUI,3.090568005,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,Acidimicrobiia
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2_524,QUI,2.863174419,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2_584,QUI,1.793907982,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2_66,QUI,2.551346209,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,Acidimicrobiia
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2.40_508,QUI,2.309611182,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2.40_588,QUI,5.673857107,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
sqr_fccAB,Dissimilatory_Sulfur,1015_SJ02_concoct_140,SJO,3.589378296,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,Acidimicrobiia
Acetogenesis,Acetogenesis,0116_SJ02_107_020,SJO,18.66222,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
Acetogenesis,Acetogenesis,0116_SJ02_231,SJO,2.836109,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,Acidobacteriae
Acetogenesis,Acetogenesis,0116_SJ02_572,SJO,5.1021,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,Acidobacteriae
Acetogenesis,Acetogenesis,0715_SJ02_102,SJO,15.30969,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
Acetogenesis,Acetogenesis,0715_SJ02_7,SJO,14.2706,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,Acidobacteriae
Acetogenesis,Acetogenesis,1015_Q2_434,QUI,21.33475161,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
Acetogenesis,Acetogenesis,1015_Q2_571,QUI,5.188287129,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
Acetogenesis,Acetogenesis,1015_Q2.107_183,QUI,8.219969904,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
Acetogenesis,Acetogenesis,1015_Q2.40_038,QUI,6.417967338,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
Acetogenesis,Acetogenesis,1015_Q2.40_042,QUI,5.586939735,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
Acetogenesis,Acetogenesis,1015_SJ02_107_051,SJO,6.973646309,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__,Acidobacteriae
Acetogenesis,Acetogenesis,1015_SJ02_183,SJO,6.271462797,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,Acidobacteriae
Acetogenesis,Acetogenesis,1015_SJ02_57,SJO,5.258968067,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,Acidobacteriae
aclAB_rubisco,aclAB_rubisco,0116_SJ02_486,SJO,2.380214,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
aclAB_rubisco,aclAB_rubisco,0116_SJ02_513,SJO,4.194377,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
aclAB_rubisco,aclAB_rubisco,0116_SJ02_53,SJO,5.320979,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__,Acidobacteriae
aclAB_rubisco,aclAB_rubisco,0116_SJ02_596,SJO,3.032543,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
aclAB_rubisco,aclAB_rubisco,0715_SJ02_107_011,SJO,24.67892,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
aclAB_rubisco,aclAB_rubisco,0715_SJ02_40_001,SJO,43.59173,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
aclAB_rubisco,aclAB_rubisco,1015_Q2_434,QUI,21.33475161,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
aclAB_rubisco,aclAB_rubisco,1015_Q2_563,QUI,5.134082103,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
aclAB_rubisco,aclAB_rubisco,1015_Q2.107_183,QUI,8.219969904,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
aclAB_rubisco,aclAB_rubisco,1015_Q2.40_072,QUI,11.724218,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
aclAB_rubisco,aclAB_rubisco,1015_SJ02_244,SJO,4.646358098,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0116_SJ02_107_020,SJO,18.66222,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0116_SJ02_107_454,SJO,7.801284,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0116_SJ02_219,SJO,2.078841,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0116_SJ02_231,SJO,2.836109,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0116_SJ02_298,SJO,4.14686,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0116_SJ02_305,SJO,1.680418,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0116_SJ02_40_009,SJO,12.85427,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0116_SJ02_40_014,SJO,7.819535,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0116_SJ02_486,SJO,2.380214,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0116_SJ02_513,SJO,4.194377,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0116_SJ02_545,SJO,3.653439,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0116_SJ02_572,SJO,5.1021,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0116_SJ02_596,SJO,3.032543,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0216_BV02_MP12.40.168_sub.filtered,BVA,3.247902,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0216_BV02_MP12.9.filtered,BVA,7.319219,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__CAINCZ01,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0216_QUI02_236,QUI,2.555543,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0216_QUI02_46,QUI,2.363646,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0715_SJ02_102,SJO,15.30969,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0715_SJ02_107_011,SJO,24.67892,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0715_SJ02_27,SJO,5.194021,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0715_SJ02_40_035,SJO,13.33636,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0715_SJ02_61,SJO,6.232612,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0715_SJ02_7,SJO,14.2706,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,0715_SJ02_BMC3C_857,SJO,9.48841,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_BV01_39,BVA,5.902725841,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__CAINCZ01,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2_213,QUI,5.308135746,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2_434,QUI,21.33475161,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2_563,QUI,5.134082103,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2.107_183,QUI,8.219969904,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2.40_038,QUI,6.417967338,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2.40_072,QUI,11.724218,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2.40_564,QUI,2.143329102,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2.40_611,QUI,7.367366999,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2.40_663,QUI,7.232189246,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_SJ02_134,SJO,4.195661698,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_SJ02_139,SJO,8.989453115,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_SJ02_183,SJO,6.271462797,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_SJ02_215,SJO,11.19414483,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_SJ02_244,SJO,4.646358098,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_SJ02_40_100,SJO,9.767473629,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_SJ02_57,SJO,5.258968067,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,Acidobacteriae
arabinogalactan_degradation,arabinogalactan_degradation,1015_SJ02_BMC3C_470,SJO,6.330929164,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
cellulose__degradation,cellulose__degradation,0116_SJ02_107_020,SJO,18.66222,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
cellulose__degradation,cellulose__degradation,0116_SJ02_231,SJO,2.836109,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,Acidobacteriae
cellulose__degradation,cellulose__degradation,0116_SJ02_305,SJO,1.680418,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
cellulose__degradation,cellulose__degradation,0116_SJ02_40_009,SJO,12.85427,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
cellulose__degradation,cellulose__degradation,0116_SJ02_545,SJO,3.653439,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
cellulose__degradation,cellulose__degradation,0116_SJ02_572,SJO,5.1021,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,Acidobacteriae
cellulose__degradation,cellulose__degradation,0715_SJ02_102,SJO,15.30969,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
cellulose__degradation,cellulose__degradation,0715_SJ02_27,SJO,5.194021,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
cellulose__degradation,cellulose__degradation,0715_SJ02_40_035,SJO,13.33636,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
cellulose__degradation,cellulose__degradation,0715_SJ02_7,SJO,14.2706,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,Acidobacteriae
cellulose__degradation,cellulose__degradation,0715_SJ02_BMC3C_857,SJO,9.48841,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
cellulose__degradation,cellulose__degradation,1015_BV01_39,BVA,5.902725841,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__CAINCZ01,Acidobacteriae
cellulose__degradation,cellulose__degradation,1015_Q2_213,QUI,5.308135746,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
cellulose__degradation,cellulose__degradation,1015_Q2.40_038,QUI,6.417967338,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
cellulose__degradation,cellulose__degradation,1015_Q2.40_611,QUI,7.367366999,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
cellulose__degradation,cellulose__degradation,1015_Q2.40_663,QUI,7.232189246,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
cellulose__degradation,cellulose__degradation,1015_SJ02_183,SJO,6.271462797,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,Acidobacteriae
cellulose__degradation,cellulose__degradation,1015_SJ02_244,SJO,4.646358098,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,Acidobacteriae
cellulose__degradation,cellulose__degradation,1015_SJ02_57,SJO,5.258968067,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,Acidobacteriae
cellulose__degradation,cellulose__degradation,1015_SJ02_BMC3C_470,SJO,6.330929164,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
cooS_coxMS,cooS_coxMS,0116_SJ02_220,SJO,2.67822,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,Acidobacteriae
cooS_coxMS,cooS_coxMS,0116_SJ02_294,SJO,4.029647,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,Acidobacteriae
cooS_coxMS,cooS_coxMS,0116_SJ02_40_045,SJO,4.693428,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
cooS_coxMS,cooS_coxMS,0116_SJ02_461,SJO,9.453992,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__,Acidobacteriae
cooS_coxMS,cooS_coxMS,0116_SJ02_513,SJO,4.194377,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,Acidobacteriae
